state,industry,reporting_date,year,month,month_no,turnover_millions,yoy_growth_pct
New South Wales,Electrical and electronic goods retailing,1/06/2022,2022,June     ,6,720.2,-0.01
New South Wales,Electrical and electronic goods retailing,1/07/2022,2022,July     ,7,681,13.46
New South Wales,Electrical and electronic goods retailing,1/08/2022,2022,August   ,8,647.9,23.98
New South Wales,Electrical and electronic goods retailing,1/09/2022,2022,September,9,689.4,19.19
New South Wales,Electrical and electronic goods retailing,1/10/2022,2022,October  ,10,681.8,-1.26
New South Wales,Electrical and electronic goods retailing,1/11/2022,2022,November ,11,817.6,-5.72
New South Wales,Electrical and electronic goods retailing,1/12/2022,2022,December ,12,923.4,-4.89
New South Wales,Electrical and electronic goods retailing,1/01/2023,2023,January  ,1,655.6,-1.38
New South Wales,Electrical and electronic goods retailing,1/02/2023,2023,February ,2,596,-4.07
New South Wales,Electrical and electronic goods retailing,1/03/2023,2023,March    ,3,630.7,-10.62
New South Wales,Electrical and electronic goods retailing,1/04/2023,2023,April    ,4,569.2,-10.95
New South Wales,Electrical and electronic goods retailing,1/05/2023,2023,May      ,5,626.4,-8.09
New South Wales,Electrical and electronic goods retailing,1/06/2023,2023,June     ,6,691.8,-3.94
New South Wales,Electrical and electronic goods retailing,1/07/2023,2023,July     ,7,585.8,-13.98
New South Wales,Electrical and electronic goods retailing,1/08/2023,2023,August   ,8,570.1,-12.01
New South Wales,Electrical and electronic goods retailing,1/09/2023,2023,September,9,611.7,-11.27
New South Wales,Electrical and electronic goods retailing,1/10/2023,2023,October  ,10,623.8,-8.51
New South Wales,Electrical and electronic goods retailing,1/11/2023,2023,November ,11,825.8,1.00
New South Wales,Electrical and electronic goods retailing,1/12/2023,2023,December ,12,876.7,-5.06
New South Wales,Electrical and electronic goods retailing,1/01/2024,2024,January  ,1,628.8,-4.09
New South Wales,Electrical and electronic goods retailing,1/02/2024,2024,February ,2,582.2,-2.32
New South Wales,Electrical and electronic goods retailing,1/03/2024,2024,March    ,3,570.8,-9.50
New South Wales,Electrical and electronic goods retailing,1/04/2024,2024,April    ,4,559.3,-1.74
New South Wales,Electrical and electronic goods retailing,1/05/2024,2024,May      ,5,607.4,-3.03
New South Wales,Electrical and electronic goods retailing,1/06/2024,2024,June     ,6,684.3,-1.08
New South Wales,Electrical and electronic goods retailing,1/07/2024,2024,July     ,7,605.7,3.40
New South Wales,Electrical and electronic goods retailing,1/08/2024,2024,August   ,8,576.4,1.11
New South Wales,Electrical and electronic goods retailing,1/09/2024,2024,September,9,598.6,-2.14
New South Wales,Electrical and electronic goods retailing,1/10/2024,2024,October  ,10,653.9,4.83
New South Wales,Electrical and electronic goods retailing,1/11/2024,2024,November ,11,823.3,-0.30
New South Wales,Electrical and electronic goods retailing,1/12/2024,2024,December ,12,947.8,8.11
New South Wales,Electrical and electronic goods retailing,1/01/2025,2025,January  ,1,620,-1.40
New South Wales,Electrical and electronic goods retailing,1/02/2025,2025,February ,2,572.6,-1.65
New South Wales,Electrical and electronic goods retailing,1/03/2025,2025,March    ,3,613,7.39
New South Wales,Electrical and electronic goods retailing,1/04/2025,2025,April    ,4,548.1,-2.00
New South Wales,Electrical and electronic goods retailing,1/05/2025,2025,May      ,5,612.5,0.84
New South Wales,Electrical and electronic goods retailing,1/06/2025,2025,June     ,6,725.2,5.98
New South Wales,Footwear and other personal accessory retailing,1/01/2019,2019,January  ,1,266.7,NULL
New South Wales,Footwear and other personal accessory retailing,1/02/2019,2019,February ,2,233.2,NULL
New South Wales,Footwear and other personal accessory retailing,1/03/2019,2019,March    ,3,245.7,NULL
New South Wales,Footwear and other personal accessory retailing,1/04/2019,2019,April    ,4,227.4,NULL
New South Wales,Footwear and other personal accessory retailing,1/05/2019,2019,May      ,5,255.1,NULL
New South Wales,Footwear and other personal accessory retailing,1/06/2019,2019,June     ,6,243.7,NULL
New South Wales,Footwear and other personal accessory retailing,1/07/2019,2019,July     ,7,237.5,NULL
New South Wales,Footwear and other personal accessory retailing,1/08/2019,2019,August   ,8,259,NULL
New South Wales,Footwear and other personal accessory retailing,1/09/2019,2019,September,9,247,NULL
New South Wales,Footwear and other personal accessory retailing,1/10/2019,2019,October  ,10,257.9,NULL
New South Wales,Footwear and other personal accessory retailing,1/11/2019,2019,November ,11,297.3,NULL
New South Wales,Footwear and other personal accessory retailing,1/12/2019,2019,December ,12,450.7,NULL
New South Wales,Footwear and other personal accessory retailing,1/01/2020,2020,January  ,1,260.3,-2.40
New South Wales,Footwear and other personal accessory retailing,1/02/2020,2020,February ,2,224.6,-3.69
New South Wales,Footwear and other personal accessory retailing,1/03/2020,2020,March    ,3,191,-22.26
New South Wales,Footwear and other personal accessory retailing,1/04/2020,2020,April    ,4,106.3,-53.25
New South Wales,Footwear and other personal accessory retailing,1/05/2020,2020,May      ,5,212.6,-16.66
New South Wales,Footwear and other personal accessory retailing,1/06/2020,2020,June     ,6,214.9,-11.82
New South Wales,Footwear and other personal accessory retailing,1/07/2020,2020,July     ,7,250.8,5.60
New South Wales,Footwear and other personal accessory retailing,1/08/2020,2020,August   ,8,259.2,0.08
New South Wales,Footwear and other personal accessory retailing,1/09/2020,2020,September,9,256.4,3.81
New South Wales,Footwear and other personal accessory retailing,1/10/2020,2020,October  ,10,263.7,2.25
New South Wales,Footwear and other personal accessory retailing,1/11/2020,2020,November ,11,305,2.59
New South Wales,Footwear and other personal accessory retailing,1/12/2020,2020,December ,12,454.8,0.91
New South Wales,Footwear and other personal accessory retailing,1/01/2021,2021,January  ,1,271.2,4.19
New South Wales,Footwear and other personal accessory retailing,1/02/2021,2021,February ,2,252.5,12.42
New South Wales,Footwear and other personal accessory retailing,1/03/2021,2021,March    ,3,271.9,42.36
New South Wales,Footwear and other personal accessory retailing,1/04/2021,2021,April    ,4,271.6,155.50
New South Wales,Footwear and other personal accessory retailing,1/05/2021,2021,May      ,5,297.3,39.84
New South Wales,Footwear and other personal accessory retailing,1/06/2021,2021,June     ,6,257.2,19.68
New South Wales,Footwear and other personal accessory retailing,1/07/2021,2021,July     ,7,186.8,-25.52
New South Wales,Footwear and other personal accessory retailing,1/08/2021,2021,August   ,8,140.1,-45.95
New South Wales,Footwear and other personal accessory retailing,1/09/2021,2021,September,9,156.6,-38.92
New South Wales,Footwear and other personal accessory retailing,1/10/2021,2021,October  ,10,283.6,7.55
New South Wales,Footwear and other personal accessory retailing,1/11/2021,2021,November ,11,390.7,28.10
New South Wales,Footwear and other personal accessory retailing,1/12/2021,2021,December ,12,534.9,17.61
New South Wales,Footwear and other personal accessory retailing,1/01/2022,2022,January  ,1,310.2,14.38
New South Wales,Footwear and other personal accessory retailing,1/02/2022,2022,February ,2,291.4,15.41
New South Wales,Footwear and other personal accessory retailing,1/03/2022,2022,March    ,3,326.8,20.19
New South Wales,Footwear and other personal accessory retailing,1/04/2022,2022,April    ,4,308.7,13.66
New South Wales,Footwear and other personal accessory retailing,1/05/2022,2022,May      ,5,341.4,14.83
New South Wales,Footwear and other personal accessory retailing,1/06/2022,2022,June     ,6,314.5,22.28
New South Wales,Footwear and other personal accessory retailing,1/07/2022,2022,July     ,7,324.5,73.72
New South Wales,Footwear and other personal accessory retailing,1/08/2022,2022,August   ,8,334,138.40
New South Wales,Footwear and other personal accessory retailing,1/09/2022,2022,September,9,340.1,117.18
New South Wales,Footwear and other personal accessory retailing,1/10/2022,2022,October  ,10,338.4,19.32
New South Wales,Footwear and other personal accessory retailing,1/11/2022,2022,November ,11,422,8.01
New South Wales,Footwear and other personal accessory retailing,1/12/2022,2022,December ,12,556.5,4.04
New South Wales,Footwear and other personal accessory retailing,1/01/2023,2023,January  ,1,357.3,15.18
New South Wales,Footwear and other personal accessory retailing,1/02/2023,2023,February ,2,293.1,0.58
New South Wales,Footwear and other personal accessory retailing,1/03/2023,2023,March    ,3,324.1,-0.83
New South Wales,Footwear and other personal accessory retailing,1/04/2023,2023,April    ,4,319.3,3.43
New South Wales,Footwear and other personal accessory retailing,1/05/2023,2023,May      ,5,336.7,-1.38
New South Wales,Footwear and other personal accessory retailing,1/06/2023,2023,June     ,6,314.7,0.06
New South Wales,Footwear and other personal accessory retailing,1/07/2023,2023,July     ,7,314.7,-3.02
New South Wales,Footwear and other personal accessory retailing,1/08/2023,2023,August   ,8,344.7,3.20
New South Wales,Footwear and other personal accessory retailing,1/09/2023,2023,September,9,325.8,-4.20
New South Wales,Footwear and other personal accessory retailing,1/10/2023,2023,October  ,10,338.6,0.06
New South Wales,Footwear and other personal accessory retailing,1/11/2023,2023,November ,11,401.8,-4.79
New South Wales,Footwear and other personal accessory retailing,1/12/2023,2023,December ,12,554.2,-0.41
New South Wales,Footwear and other personal accessory retailing,1/01/2024,2024,January  ,1,329.9,-7.67
New South Wales,Footwear and other personal accessory retailing,1/02/2024,2024,February ,2,296.8,1.26
New South Wales,Footwear and other personal accessory retailing,1/03/2024,2024,March    ,3,306.1,-5.55
New South Wales,Footwear and other personal accessory retailing,1/04/2024,2024,April    ,4,301.5,-5.57
New South Wales,Footwear and other personal accessory retailing,1/05/2024,2024,May      ,5,342.1,1.60
New South Wales,Footwear and other personal accessory retailing,1/06/2024,2024,June     ,6,312,-0.86
New South Wales,Footwear and other personal accessory retailing,1/07/2024,2024,July     ,7,316.3,0.51
New South Wales,Footwear and other personal accessory retailing,1/08/2024,2024,August   ,8,327.9,-4.87
New South Wales,Footwear and other personal accessory retailing,1/09/2024,2024,September,9,312.2,-4.17
New South Wales,Footwear and other personal accessory retailing,1/10/2024,2024,October  ,10,323.8,-4.37
New South Wales,Footwear and other personal accessory retailing,1/11/2024,2024,November ,11,415.5,3.41
New South Wales,Footwear and other personal accessory retailing,1/12/2024,2024,December ,12,570.5,2.94
New South Wales,Footwear and other personal accessory retailing,1/01/2025,2025,January  ,1,333.1,0.97
New South Wales,Footwear and other personal accessory retailing,1/02/2025,2025,February ,2,294.3,-0.84
New South Wales,Footwear and other personal accessory retailing,1/03/2025,2025,March    ,3,317.2,3.63
New South Wales,Footwear and other personal accessory retailing,1/04/2025,2025,April    ,4,307,1.82
New South Wales,Footwear and other personal accessory retailing,1/05/2025,2025,May      ,5,349.6,2.19
New South Wales,Footwear and other personal accessory retailing,1/06/2025,2025,June     ,6,330,5.77
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2019,2019,January  ,1,393.4,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2019,2019,February ,2,347,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2019,2019,March    ,3,368.4,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2019,2019,April    ,4,357.8,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2019,2019,May      ,5,383.7,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2019,2019,June     ,6,402.4,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2019,2019,July     ,7,391,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2019,2019,August   ,8,394.1,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/09/2019,2019,September,9,389.1,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/10/2019,2019,October  ,10,406.6,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/11/2019,2019,November ,11,431.5,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/12/2019,2019,December ,12,483.5,NULL
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2020,2020,January  ,1,401.7,2.11
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2020,2020,February ,2,341.3,-1.64
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2020,2020,March    ,3,353.9,-3.94
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2020,2020,April    ,4,317.2,-11.35
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2020,2020,May      ,5,428,11.55
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2020,2020,June     ,6,481.7,19.71
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2020,2020,July     ,7,501.5,28.26
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2020,2020,August   ,8,494.6,25.50
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/09/2020,2020,September,9,497.8,27.94
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/10/2020,2020,October  ,10,513.1,26.19
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/11/2020,2020,November ,11,528.5,22.48
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/12/2020,2020,December ,12,575.8,19.09
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/01/2021,2021,January  ,1,494.1,23.00
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/02/2021,2021,February ,2,442.5,29.65
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/03/2021,2021,March    ,3,483.1,36.51
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/04/2021,2021,April    ,4,464.3,46.37
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/05/2021,2021,May      ,5,488.1,14.04
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/06/2021,2021,June     ,6,498.8,3.55
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/07/2021,2021,July     ,7,407.9,-18.66
New South Wales,"Furniture, floor coverings, houseware and textile goods retailing",1/08/2021,2021,August   ,8,309.2,-37.48
